Procedures,URL,Tactic1,Tactic2,Tactic3,Tactic4
APT19 performed a watering hole attack on forbes.com in 2014 to compromise targets.,https://attack.mitre.org//techniques/T1189,INITIAL_ACCESS,,,
Uroburos can use a custom HTTP-based protocol for large data communications that can blend with normal network traffic by riding on top of standard HTTP.,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
Sakula has the capability to download files.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Darkhotel has sent spearphishing emails in an attempt to lure users into clicking on a malicious attachments.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Kwampirs collects registered owner details by using the commands systeminfo and net config workstation.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
"For Operation Spalax, the threat actors used a variety of packers, including CyaX, to obfuscate malicious executables.",https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
RCSession can gather system information from a compromised host.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
"Prikormka creates a directory, %USERPROFILE%\AppData\Local\SKC\, which is used to store collected log files.",https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
SUNBURST attempted to disable software security services following checks against a FNV-1a + XOR hashed hardcoded blocklist.,https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
Metamorfo has injected a malicious DLL into the Windows Media Player process (wmplayer.exe).,https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
BBK has the ability to inject shellcode into svchost.exe.,https://attack.mitre.org//techniques/T1055,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
DarkTortilla can check for internet connectivity by issuing HTTP GET requests.,https://attack.mitre.org//techniques/T1016/001,DISCOVERY,,,
Cobalt Strike can use known credentials to run commands and spawn processes as a domain user account.,https://attack.mitre.org//techniques/T1078/002,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
Milan can query HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography MachineGuid to retrieve the machine GUID.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
SynAck payloads are obfuscated prior to compilation to inhibit analysis and/or reverse engineering.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Empire leverages PowerShell for the majority of its client-side agent tasks. Empire also contains the ability to conduct PowerShell remoting with the Invoke-PSRemoting module.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
PoetRAT has used a .NET tool named dog.exe to exiltrate information over an e-mail account.,https://attack.mitre.org//techniques/T1048,EXFILTRATION,,,
"During Operation Sharpshooter, the threat actors relied on victims executing malicious Microsoft Word or PDF files.",https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Briba installs a service pointing to a malicious DLL dropped to disk.,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
DarkTortilla can detect debuggers by using functions such as DebuggerIsAttached and DebuggerIsLogging. DarkTortilla can also detect profilers by verifying the COR_ENABLE_PROFILING environment variable is present and active.,https://attack.mitre.org//techniques/T1622,DEFENSE_EVASION,DISCOVERY,,
FIN6 has sent stolen payment card data to remote servers via HTTP POSTs.,https://attack.mitre.org//techniques/T1048/003,EXFILTRATION,,,
Pysa has used Powershell scripts to deploy its ransomware.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
"Ramsay has been embedded in documents exploiting CVE-2017-0199, CVE-2017-11882, and CVE-2017-8570.",https://attack.mitre.org//techniques/T1203,EXECUTION,,,
gh0st RAT has a keylogger.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
Kerrdown can download specific payloads to a compromised host based on OS architecture.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"BRONZE BUTLER downloader code has included ""0"" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.",https://attack.mitre.org//techniques/T1027/001,DEFENSE_EVASION,,,
Epic gathers information on local group names.,https://attack.mitre.org//techniques/T1069/001,DISCOVERY,,,
"Kimsuky has used Blogspot to host malicious content such as beacons, file exfiltrators, and implants.",https://attack.mitre.org//techniques/T1608/001,RESOURCE_DEVELOPMENT,,,
Peirates can initiate a port scan against a given IP address.,https://attack.mitre.org//techniques/T1046,DISCOVERY,,,
CARROTBAT has the ability to download and execute a remote file via certutil.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"InvisiMole can use the ITaskService, ITaskDefinition and ITaskSettings COM interfaces to schedule a task.",https://attack.mitre.org//techniques/T1559/001,EXECUTION,,,
"Tarrask is able to create ""hidden"" scheduled tasks by deleting the Security Descriptor (SD) registry value.",https://attack.mitre.org//techniques/T1564,DEFENSE_EVASION,,,
Kinsing has used ps to list processes.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Mafalda can decrypt files and data.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Grandoreiro can modify the binary ACL to prevent security tools from running.,https://attack.mitre.org//techniques/T1222/001,DEFENSE_EVASION,,,
Operators deploying Netwalker have used batch scripts to retrieve the Netwalker payload.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
TinyTurla has been deployed as w64time.dll to appear legitimate.,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
Mafalda can download additional files onto the compromised host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"To move laterally on a victim network, FIN6 has used credentials stolen from various systems on which it gathered usernames and password hashes.",https://attack.mitre.org//techniques/T1078,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
SharpStage has the ability to capture the victim's screen.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
Chimera has used net localgroup administrators to identify  accounts with local administrative rights.,https://attack.mitre.org//techniques/T1069/001,DISCOVERY,,,
"During Night Dragon, threat actors used SQL injection exploits against extranet web servers to gain access.",https://attack.mitre.org//techniques/T1190,INITIAL_ACCESS,,,
Evilnum has used a component called TerraLoader to check certain hardware and file information to detect sandboxed environments. ,https://attack.mitre.org//techniques/T1497/001,DEFENSE_EVASION,DISCOVERY,,
Prestige has attempted to stop the MSSQL Windows service to ensure successful encryption using C:\Windows\System32\net.exe stop MSSQLSERVER.,https://attack.mitre.org//techniques/T1489,IMPACT,,,
Chimera has collected documents from the victim's SharePoint.,https://attack.mitre.org//techniques/T1213/002,COLLECTION,,,
Cardinal RAT injects into a newly spawned process created from a native Windows executable.,https://attack.mitre.org//techniques/T1055,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
P.A.S. Webshell can use encryption and base64 encoding to hide strings and to enforce access control once deployed.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Epic uses the nbtstat -n and nbtstat -s commands on the victim’s machine.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Lazarus Group has used shellcode within macros to decrypt and manually map DLLs and shellcode into memory at runtime.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
The Helminth config file is encrypted with RC4.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Adversaries can instruct Duqu to spread laterally by copying itself to shares it has enumerated and for which it has obtained legitimate credentials (via keylogging or other means). The remote host is then infected by using the compromised credentials to schedule a task on remote machines that executes the malware.,https://attack.mitre.org//techniques/T1021/002,LATERAL_MOVEMENT,,,
Melcoz can monitor the victim's browser for online banking sessions and display an overlay window to manipulate the session in the background.,https://attack.mitre.org//techniques/T1185,COLLECTION,,,
Mosquito deletes files using DeleteFileW API call.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
VBShower has the ability to execute VBScript files.,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
Tonto Team has routed their traffic through an external server in order to obfuscate their location.,https://attack.mitre.org//techniques/T1090/002,COMMAND_AND_CONTROL,,,
"Threat Group-3390 has staged tools, including gsecdump and WCE, on previously compromised websites.",https://attack.mitre.org//techniques/T1608/002,RESOURCE_DEVELOPMENT,,,
"Green Lambert can use uname to identify the operating system name, version, and processor type.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
"During the 2015 Ukraine Electric Power Attack, Sandworm Team modified in-registry internet settings to lower internet security. ",https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
"During the 2016 Ukraine Electric Power Attack, Sandworm Team used PowerShell scripts to run a credential harvesting tool in memory to evade defenses.",https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
HEXANE has used password spraying attacks to obtain valid credentials.,https://attack.mitre.org//techniques/T1110/003,CREDENTIAL_ACCESS,,,
"Cuba has the ability to encrypt system data and add the "".cuba"" extension to encrypted files.",https://attack.mitre.org//techniques/T1486,IMPACT,,,
Dtrack contains a function that calls LoadLibrary and GetProcAddress.,https://attack.mitre.org//techniques/T1129,EXECUTION,,,
Carbanak has a command to delete files.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
GALLIUM has used stolen certificates to sign its tools including those from Whizzimo LLC.,https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
Dragonfly has dropped and executed SecretsDump to dump password hashes.,https://attack.mitre.org//techniques/T1003/002,CREDENTIAL_ACCESS,,,
NavRAT uses systeminfo on a victim’s machine.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
TeamTNT has leveraged AWS CLI to enumerate cloud environments with compromised credentials.,https://attack.mitre.org//techniques/T1059/009,EXECUTION,,,
APT29 used WMI to steal credentials and execute backdoors at a future time.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
"APT41 has used hashdump, Mimikatz, and the Windows Credential Editor to dump password hashes from memory and authenticate to other user accounts.",https://attack.mitre.org//techniques/T1003/001,CREDENTIAL_ACCESS,,,
"FinFisher extracts and decrypts stage 3 malware, which is stored in encrypted resources.",https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Kimsuky has used an information gathering module that will hide an AV software window from the victim.,https://attack.mitre.org//techniques/T1564/003,DEFENSE_EVASION,,,
BOOSTWRITE has encoded its payloads using a ChaCha stream cipher with a 256-bit key and 64-bit Initialization vector (IV) to evade detection.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Squirrelwaffle has downloaded and executed additional encoded payloads.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
SILENTTRINITY's amsiPatch.py module can disable Antimalware Scan Interface (AMSI) functions.,https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
DCSrv has a function to sleep for two hours before rebooting the system.,https://attack.mitre.org//techniques/T1529,IMPACT,,,
HAFNIUM has created domain accounts.,https://attack.mitre.org//techniques/T1136/002,PERSISTENCE,,,
Egregor has used multiple anti-analysis and anti-sandbox techniques to prevent automated analysis by sandboxes.,https://attack.mitre.org//techniques/T1497,DEFENSE_EVASION,DISCOVERY,,
Sakula calls cmd.exe to run various DLL files via rundll32 and also to perform file cleanup. Sakula also has the capability to invoke a reverse shell.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
QUIETCANARY can call System.Net.HttpWebRequest to identify the default proxy configured on the victim computer.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
OutSteel can automatically scan for and collect files with specific extensions.,https://attack.mitre.org//techniques/T1119,COLLECTION,,,
"Machete retrieves the user profile data (e.g., browsers) from Chrome and Firefox browsers.",https://attack.mitre.org//techniques/T1217,DISCOVERY,,,
"Volt Typhoon has executed multiple commands to enumerate network topology and settings including  ipconfig, netsh interface firewall show all, and netsh interface portproxy show all.",https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
FIN5 has cleared event logs from victims.,https://attack.mitre.org//techniques/T1070/001,DEFENSE_EVASION,,,
"During C0015, the threat actors relied on users to enable macros within a malicious Microsoft Word document.",https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Linfo creates a backdoor through which remote attackers can download files onto compromised hosts.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Dyre has the ability to identify installed programs on a compromised host.,https://attack.mitre.org//techniques/T1518,DISCOVERY,,,
Conti has loaded an encrypted DLL into memory and then executes it.,https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
Anchor can determine the hostname and linux version on a compromised host.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Machete has relied on users opening malicious attachments delivered through spearphishing to execute malware.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Carbon can list the processes on the victim’s machine.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
"Earth Lusca has compromised victims by directly exploiting vulnerabilities of public-facing servers, including those associated with Microsoft Exchange and Oracle GlassFish.",https://attack.mitre.org//techniques/T1190,INITIAL_ACCESS,,,
RTM can obtain information about process integrity levels.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
BITTER has disguised malware as a Windows Security update service.,https://attack.mitre.org//techniques/T1036/004,DEFENSE_EVASION,,,
Fox Kitten has base64 encoded payloads to avoid detection.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Blue Mockingbird has executed custom-compiled XMRIG miner DLLs using regsvr32.exe.,https://attack.mitre.org//techniques/T1218/010,DEFENSE_EVASION,,,
The QakBot payload has been disguised as a PNG file and hidden within LNK files using a Microsoft File Explorer icon.,https://attack.mitre.org//techniques/T1036/008,DEFENSE_EVASION,,,
Hikit uses certmgr.exe -add GlobalSign.cer -c -s -r localMachine Root and certmgr.exe -add GlobalSign.cer -c -s -r localMachineTrustedPublisher to install a self-generated certificate to the local trust store as a root CA and Trusted Publisher.,https://attack.mitre.org//techniques/T1553/004,DEFENSE_EVASION,,,
ROKRAT can access the HKLM\System\CurrentControlSet\Services\mssmbios\Data\SMBiosData Registry key to obtain the System manufacturer value to identify the machine type.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
Tasklist can be used to discover processes running on a system.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Higaisa used an XSL file to run VBScript code.,https://attack.mitre.org//techniques/T1220,DEFENSE_EVASION,,,
LazyScripter has relied upon users clicking on links to malicious files.,https://attack.mitre.org//techniques/T1204/001,EXECUTION,,,
"APT28 has cleared event logs, including by using the commands wevtutil cl System and wevtutil cl Security.",https://attack.mitre.org//techniques/T1070/001,DEFENSE_EVASION,,,
Gamaredon Group has registered domains to stage payloads.,https://attack.mitre.org//techniques/T1608/001,RESOURCE_DEVELOPMENT,,,
Socksbot can start SOCKS proxy threads.,https://attack.mitre.org//techniques/T1090,COMMAND_AND_CONTROL,,,
HAMMERTOSS has used -WindowStyle hidden to conceal PowerShell windows.,https://attack.mitre.org//techniques/T1564/003,DEFENSE_EVASION,,,
ShimRatReporter used several Windows API functions to gather information from the infected system.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Stuxnet reduces the integrity level of objects to allow write actions.,https://attack.mitre.org//techniques/T1562,DEFENSE_EVASION,,,
REvil can download a copy of itself from an attacker controlled IP address to the victim machine.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
LAPSUS$ has used the AD Explorer tool to enumerate groups on a victim's network.,https://attack.mitre.org//techniques/T1069/002,DISCOVERY,,,
APT28 regularly deploys both publicly available (ex: Mimikatz) and custom password retrieval tools on victims.,https://attack.mitre.org//techniques/T1003,CREDENTIAL_ACCESS,,,
metaMain can decrypt and load other modules.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Mafalda has been obfuscated and contains encrypted functions.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Attor can obtain application window titles and then determines which windows to perform Screen Capture on.,https://attack.mitre.org//techniques/T1010,DISCOVERY,,,
Sowbug has used keylogging tools.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
SysUpdate can manage services and processes.,https://attack.mitre.org//techniques/T1569/002,EXECUTION,,,
Ferocious can run GET.WORKSPACE in Microsoft Excel to check if a mouse is present.,https://attack.mitre.org//techniques/T1120,DISCOVERY,,,
Evilnum has used PowerShell to bypass UAC.,https://attack.mitre.org//techniques/T1548/002,PRIVILEGE_ESCALATION,DEFENSE_EVASION,,
Darkhotel used embedded iframes on hotel login portals to redirect selected victims to download malware.,https://attack.mitre.org//techniques/T1189,INITIAL_ACCESS,,,
Skidmap has the ability to check if /usr/sbin/setenforce exists. This file controls what mode SELinux is in.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
SoreFang can collect usernames from the local system via net.exe user.,https://attack.mitre.org//techniques/T1087/001,DISCOVERY,,,
Zebrocy creates an entry in a Registry Run key for the malware to execute on startup.,https://attack.mitre.org//techniques/T1547/001,PERSISTENCE,PRIVILEGE_ESCALATION,,
SYNful Knock is malware that is inserted into a network device by patching the operating system image.,https://attack.mitre.org//techniques/T1601/001,DEFENSE_EVASION,,,
Cobalt Strike can spawn processes with alternate PPIDs.,https://attack.mitre.org//techniques/T1134/004,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
TEMP.Veles has used compromised VPN accounts.,https://attack.mitre.org//techniques/T1078,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
"FIN13 has masqueraded WAR files to look like legitimate packages such as, wsexample.war, wsexamples.com, examples.war, and exampl3s.war.",https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
PoetRAT has used spearphishing attachments to infect victims.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
"MuddyWater has used VBScript files to execute its POWERSTATS payload, as well as macros.",https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
CostaBricks can download additional payloads onto a compromised host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Amadey has searched for folders associated with antivirus software.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Hancitor has decoded Base64 encoded URLs to insert a recipient’s name into the filename of the Word document. Hancitor has also extracted executables from ZIP files.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
"During the SolarWinds Compromise, APT29 used fsutil to check available free space before executing actions that might create large files on disk.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
BloodHound can collect information on user sessions.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
Sidewinder has configured tools to automatically send collected files to attacker controlled servers.,https://attack.mitre.org//techniques/T1020,EXFILTRATION,,,
"ComRAT has checked the victim system's date and time to perform tasks during business hours (9 to 5, Monday to Friday).",https://attack.mitre.org//techniques/T1124,DISCOVERY,,,
"An APT3 downloader uses the Windows command ""cmd.exe"" /C whoami to verify that it is running with the elevated privileges of ""System.""",https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
Rising Sun can enumerate all running processes and process information on an infected machine.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
"During C0011, Transparent Tribe sent emails containing a malicious link to student targets in India.",https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
"Lucifer can use system resources to mine cryptocurrency, dropping XMRig to mine Monero.",https://attack.mitre.org//techniques/T1496,IMPACT,,,
PLATINUM has transferred files using the Intel® Active Management Technology (AMT) Serial-over-LAN (SOL) channel.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"Conti can enumerate through all open processes to search for any that have the string ""sql"" in their process name.",https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Derusbi is capable of creating a remote Bash shell and executing commands.,https://attack.mitre.org//techniques/T1059/004,EXECUTION,,,
"During Operation Dream Job, Lazarus Group downloaded multistage malware and tools onto a compromised host.",https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Emotet has copied itself to remote systems using the service.exe filename.,https://attack.mitre.org//techniques/T1570,LATERAL_MOVEMENT,,,
build_downer has the ability to detect if the infected host is running an anti-virus process.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
FatDuke can get user agent strings for the default browser from HKCU\Software\Classes\http\shell\open\command.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
HIDEDRV is a rootkit that hides certain operating system artifacts.,https://attack.mitre.org//techniques/T1014,DEFENSE_EVASION,,,
WhisperGate can pause for 20 seconds to bypass antivirus solutions.,https://attack.mitre.org//techniques/T1497/003,DEFENSE_EVASION,DISCOVERY,,
InvisiMole lists local users and session information.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
SYSCON has the ability to execute commands through cmd on a compromised host.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
Wizard Spider has sent phishing emails containing a link to an actor-controlled Google Drive document or other free online file hosting services.,https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
EVILNUM can obtain the computer name from the victim's system.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Skidmap has monitored critical processes to ensure resiliency.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Tropic Trooper used letmein to scan for saved usernames on the target system.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
menuPass has used certutil in a macro to decode base64-encoded content contained in a dropper document attached to an email. The group has also used certutil -decode to decode files on the victim’s machine when dropping UPPERCUT.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Ramsay can use ImprovedReflectiveDLLInjection to deploy components.,https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
StoneDrill has used several anti-emulation techniques to prevent automated analysis by emulators or sandboxes.,https://attack.mitre.org//techniques/T1497,DEFENSE_EVASION,DISCOVERY,,
Hildegard has modified /etc/ld.so.preload to overwrite readdir() and readdir64().,https://attack.mitre.org//techniques/T1014,DEFENSE_EVASION,,,
Gorgon Group sent emails to victims with malicious Microsoft Office documents attached.,https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
LaZagne can perform credential dumping from LSA secrets to obtain account and password information.,https://attack.mitre.org//techniques/T1003/004,CREDENTIAL_ACCESS,,,
SysUpdate can encrypt and encode its configuration file.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Lazarus Group executed Responder using the command [Responder file path] -i [IP address] -rPv on a compromised host to harvest credentials and move laterally.,https://attack.mitre.org//techniques/T1557/001,CREDENTIAL_ACCESS,COLLECTION,,
Cobalt Group has used powershell.exe to download and execute scripts.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
"BUBBLEWRAP collects system information, including the operating system version and hostname.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
ShimRat has installed shim databases in the AppPatch folder.,https://attack.mitre.org//techniques/T1546/011,PRIVILEGE_ESCALATION,PERSISTENCE,,
"menuPass has encoded strings in its malware with base64 as well as with a simple, single-byte XOR obfuscation using key 0x40.",https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Denis has encoded its PowerShell commands in Base64.,https://attack.mitre.org//techniques/T1027/010,DEFENSE_EVASION,,,
"Attor can download additional plugins, updates and other files. ",https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Crimson can collect information from a compromised host.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
SodaMaster can search a list of running processes.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
DDKONG uses Rundll32 to ensure only a single instance of itself is running at once.,https://attack.mitre.org//techniques/T1218/011,DEFENSE_EVASION,,,
PROMETHIUM has used watering hole attacks to deliver malicious versions of legitimate installers.,https://attack.mitre.org//techniques/T1189,INITIAL_ACCESS,,,
Naikon has convinced victims to open malicious attachments to execute malware.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Bumblebee can use odbcconf.exe to run DLLs on targeted hosts.,https://attack.mitre.org//techniques/T1218/008,DEFENSE_EVASION,,,
DarkTortilla can enumerate a list of running processes on a compromised system.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Proxysvc lists files in directories.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
menuPass has registered malicious domains for use in intrusion campaigns.,https://attack.mitre.org//techniques/T1583/001,RESOURCE_DEVELOPMENT,,,
Dragonfly has collected open source information to identify relationships between organizations for targeting purposes.,https://attack.mitre.org//techniques/T1591/002,RECONNAISSANCE,,,
Empire has modules for enumerating domain trusts.,https://attack.mitre.org//techniques/T1482,DISCOVERY,,,
"TA2541 has registered domains often containing the keywords ""kimjoy,"" ""h0pe,"" and ""grace,"" using domain registrars including Netdorm and No-IP DDNS, and hosting providers including xTom GmbH and Danilenko, Artyom.",https://attack.mitre.org//techniques/T1583/001,RESOURCE_DEVELOPMENT,,,
Mofang's spearphishing emails required a user to click the link to connect to a compromised website.,https://attack.mitre.org//techniques/T1204/001,EXECUTION,,,
MirageFox can gather the username from the victim’s machine.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
APT-C-36 has disguised its scheduled tasks as those used by Google.,https://attack.mitre.org//techniques/T1036/004,DEFENSE_EVASION,,,
Grandoreiro can block the Deibold Warsaw GAS Tecnologia security tool at the firewall level.,https://attack.mitre.org//techniques/T1562/004,DEFENSE_EVASION,,,
ZLib has the ability to download files.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"Blue Mockingbird has executed custom-compiled XMRIG miner DLLs by configuring them to execute via the ""wercplsupport"" service.",https://attack.mitre.org//techniques/T1569/002,EXECUTION,,,
RedLeaves is launched through use of DLL search order hijacking to load a malicious dll.,https://attack.mitre.org//techniques/T1574/001,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Several tools used by Suckfly have been command-line driven.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
GRIFFON is written in and executed as JavaScript.,https://attack.mitre.org//techniques/T1059/007,EXECUTION,,,
Proxysvc collects the network adapter information and domain/username information based on current remote sessions.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
"SUGARDUMP variants have harvested credentials from browsers such as Firefox, Chrome, Opera, and Edge.",https://attack.mitre.org//techniques/T1555/003,CREDENTIAL_ACCESS,,,
QakBot can move laterally using worm-like functionality through exploitation of SMB.,https://attack.mitre.org//techniques/T1210,LATERAL_MOVEMENT,,,
PUNCHBUGGY can gather user names.,https://attack.mitre.org//techniques/T1087/001,DISCOVERY,,,
Saint Bot can run a batch script named del.bat to remove any Saint Bot payload-linked files from a compromise system if anti-analysis or locale checks fail.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
NETWIRE can collect the IP address of a compromised host.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Anchor can self delete its dropper after the malware is successfully deployed.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Shamoon obtains the target's IP address and local network segment.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
HOPLIGHT has injected into running processes.,https://attack.mitre.org//techniques/T1055,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
"metaMain can change the CreationTime, LastAccessTime, and LastWriteTime file time attributes when executed with SYSTEM privileges.",https://attack.mitre.org//techniques/T1070/006,DEFENSE_EVASION,,,
Bankshot leverages a known zero-day vulnerability in Adobe Flash to execute the implant into the victims’ machines.,https://attack.mitre.org//techniques/T1203,EXECUTION,,,
Hildegard was executed through an unsecure kubelet that allowed anonymous access to the victim environment.,https://attack.mitre.org//techniques/T1133,PERSISTENCE,INITIAL_ACCESS,,
Xbash can use mshta for executing scripts.,https://attack.mitre.org//techniques/T1218/005,DEFENSE_EVASION,,,
Conficker has obfuscated its code to prevent its removal from host machines.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Ursnif droppers have used WMI classes to execute PowerShell commands.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
UPPERCUT can download and upload files to and from the victim’s machine.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
APT41 used VMProtected binaries in multiple intrusions.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
